Date,"EUR/USD(Open, Ask)*","EUR/USD(High, Ask)*","EUR/USD(Low, Ask)*","EUR/USD(Close, Ask)*","HISTORICAL SSI(EUR/USD, SSI).SSI"
17/8/2015,1.11255,1.11256,1.10593,1.10824,-1.7487
14/8/2015,1.11517,1.11893,1.10985,1.11118,-2.0263
13/8/2015,1.11610,1.11898,1.10806,1.11517,-2.0846
12/8/2015,1.10431,1.12148,1.10250,1.11610,-2.5339
11/8/2015,1.10208,1.10892,1.09614,1.10431,-1.9444
10/8/2015,1.09696,1.10423,1.09260,1.10208,-1.8806
7/8/2015,1.09287,1.09791,1.08561,1.09700,-1.7525
6/8/2015,1.09069,1.09457,1.08741,1.09287,-1.5230
5/8/2015,1.08823,1.09392,1.08487,1.09069,-1.4023
4/8/2015,1.09520,1.09883,1.08800,1.08823,-1.2929
3/8/2015,1.09779,1.09968,1.09418,1.09520,-1.6324
31/7/2015,1.09335,1.11149,1.09219,1.09877,-1.7239
30/7/2015,1.09866,1.09902,1.08941,1.09335,-1.4869
29/7/2015,1.10616,1.10848,1.09677,1.09866,-1.6564
28/7/2015,1.10913,1.11004,1.10226,1.10616,-1.7092
27/7/2015,1.09843,1.11301,1.09698,1.10913,-2.0114
24/7/2015,1.09899,1.09967,1.09259,1.09792,-1.6483
23/7/2015,1.09295,1.10191,1.09225,1.09899,-1.6470
22/7/2015,1.09361,1.09676,1.08700,1.09295,-1.3705
21/7/2015,1.08261,1.09697,1.08125,1.09361,-1.4847
20/7/2015,1.08337,1.08710,1.08096,1.08261,-1.2263
17/7/2015,1.08828,1.09077,1.08295,1.08303,-1.0659
16/7/2015,1.09511,1.09636,1.08560,1.08828,-1.1071
15/7/2015,1.10135,1.10364,1.09306,1.09511,-1.1872
14/7/2015,1.10083,1.10891,1.09661,1.10135,-1.3468
13/7/2015,1.10959,1.11977,1.09961,1.10083,-1.2616
10/7/2015,1.10405,1.12169,1.10319,1.11656,-1.7456
9/7/2015,1.10775,1.11264,1.09923,1.10405,-1.5733
8/7/2015,1.10119,1.10938,1.09749,1.10775,-2.0279
7/7/2015,1.10570,1.10599,1.09169,1.10119,-1.6867
6/7/2015,1.09975,1.10968,1.09706,1.10570,-1.8255
3/7/2015,1.10851,1.11201,1.10657,1.11201,-1.7840
2/7/2015,1.10552,1.11221,1.10330,1.10851,-1.7149
1/7/2015,1.11547,1.11719,1.10435,1.10552,-1.6600
30/6/2015,1.12369,1.12452,1.11127,1.11547,-2.0167
29/6/2015,1.10093,1.12794,1.09549,1.12369,-2.4437
26/6/2015,1.12069,1.12205,1.11307,1.11656,-1.7826
25/6/2015,1.12065,1.12290,1.11545,1.12069,-2.0078
24/6/2015,1.11692,1.12355,1.11556,1.12065,-1.9184
23/6/2015,1.13414,1.13482,1.11357,1.11692,-1.6300
22/6/2015,1.13779,1.14111,1.13125,1.13414,-2.0828
19/6/2015,1.13615,1.14027,1.12926,1.13526,-2.4291
18/6/2015,1.13401,1.14372,1.13311,1.13615,-2.5279
17/6/2015,1.12487,1.13588,1.12059,1.13401,-2.4512
16/6/2015,1.12877,1.13306,1.12056,1.12487,-1.9973
15/6/2015,1.12136,1.12953,1.11900,1.12877,-2.2623
12/6/2015,1.12594,1.12973,1.11520,1.12719,-2.1412
11/6/2015,1.13249,1.13329,1.11824,1.12594,-1.9869
10/6/2015,1.12836,1.13876,1.12607,1.13249,-2.2588
9/6/2015,1.12926,1.13467,1.12148,1.12836,-2.1693
8/6/2015,1.10988,1.13076,1.10851,1.12926,-2.4382
5/6/2015,1.12396,1.12903,1.10500,1.11211,-2.1128
4/6/2015,1.12756,1.13808,1.12233,1.12396,-2.0032
3/6/2015,1.11519,1.12857,1.10801,1.12756,-2.2633
2/6/2015,1.09293,1.11960,1.09167,1.11519,-2.1406
1/6/2015,1.09813,1.09935,1.08879,1.09293,-1.7099
29/5/2015,1.09498,1.10073,1.09264,1.09933,-1.8704
28/5/2015,1.09056,1.09598,1.08681,1.09498,-1.6716
27/5/2015,1.08790,1.09300,1.08198,1.09056,-1.5601
26/5/2015,1.09794,1.09831,1.08642,1.08790,-1.3458
25/5/2015,1.10054,1.10113,1.09598,1.09794,-1.4254
22/5/2015,1.11128,1.12095,1.10029,1.10140,-1.2821
21/5/2015,1.10953,1.11823,1.10805,1.11128,-1.3198
20/5/2015,1.11512,1.11564,1.10629,1.10953,-1.4605
19/5/2015,1.13166,1.13272,1.11192,1.11512,-1.4903
18/5/2015,1.14489,1.14520,1.12993,1.13166,-1.6788
15/5/2015,1.14106,1.14677,1.13245,1.14513,-2.4556
14/5/2015,1.13553,1.14479,1.13413,1.14106,-2.2775
13/5/2015,1.12136,1.13834,1.12032,1.13553,-2.5057
12/5/2015,1.11569,1.12798,1.11351,1.12136,-1.8149
11/5/2015,1.12050,1.12093,1.11317,1.11569,-1.7916
8/5/2015,1.12677,1.12954,1.11800,1.12150,-1.9384
7/5/2015,1.13483,1.13926,1.12379,1.12677,-1.9992
6/5/2015,1.11881,1.13710,1.11756,1.13483,-2.6133
5/5/2015,1.11473,1.12239,1.10669,1.11881,-2.2537
4/5/2015,1.11979,1.12254,1.11235,1.11473,-2.3350
1/5/2015,1.12249,1.12923,1.11754,1.11990,-2.3723
30/4/2015,1.11292,1.12672,1.10720,1.12249,-2.6216
29/4/2015,1.09821,1.11890,1.09601,1.11292,-2.2726
28/4/2015,1.08947,1.09918,1.08609,1.09821,-2.1996
27/4/2015,1.08693,1.09271,1.08202,1.08947,-1.8972
24/4/2015,1.08252,1.09009,1.07854,1.08795,-1.9689
23/4/2015,1.07271,1.08466,1.06669,1.08252,-2.1023
22/4/2015,1.07362,1.08016,1.07091,1.07271,-1.4088
21/4/2015,1.07393,1.07820,1.06606,1.07362,-1.6103
20/4/2015,1.08254,1.08254,1.07128,1.07393,-1.5417
17/4/2015,1.07621,1.08495,1.07343,1.08131,-1.6747
16/4/2015,1.06860,1.08188,1.06252,1.07621,-1.5861
15/4/2015,1.06559,1.07032,1.05713,1.06860,-1.4154
14/4/2015,1.05696,1.07082,1.05321,1.06559,-1.3321
13/4/2015,1.05904,1.06200,1.05207,1.05696,-1.2059
10/4/2015,1.06603,1.06845,1.05685,1.06052,-1.1267
9/4/2015,1.07810,1.07894,1.06383,1.06603,-1.1879
8/4/2015,1.08161,1.08883,1.07642,1.07810,-1.4365
7/4/2015,1.09241,1.09556,1.08041,1.08161,-1.5048
6/4/2015,1.10047,1.10364,1.09110,1.09241,-2.0060
3/4/2015,1.08808,1.10279,1.08646,1.09807,-1.9421
2/4/2015,1.07659,1.09064,1.07508,1.08808,-2.1032
1/4/2015,1.07329,1.08007,1.07193,1.07659,-1.7336
31/3/2015,1.08334,1.08461,1.07135,1.07329,-1.6534
30/3/2015,1.08881,1.08967,1.08107,1.08334,-1.6306
27/3/2015,1.08848,1.09496,1.08018,1.08941,-1.7533
26/3/2015,1.09708,1.10531,1.08571,1.08848,-1.6495
25/3/2015,1.09257,1.10153,1.09014,1.09708,-1.8778
24/3/2015,1.09467,1.10303,1.08911,1.09257,-1.7904
23/3/2015,1.08434,1.09720,1.07682,1.09467,-1.9464
20/3/2015,1.06607,1.08831,1.06501,1.08262,-1.7477
19/3/2015,1.08721,1.09205,1.06137,1.06607,-1.3103
18/3/2015,1.05980,1.10529,1.05809,1.08721,-1.5899
17/3/2015,1.05689,1.06516,1.05521,1.05980,-1.7843
16/3/2015,1.04714,1.06203,1.04708,1.05689,-1.7534
13/3/2015,1.06363,1.06373,1.04630,1.05044,-1.2713
12/3/2015,1.05483,1.06846,1.04948,1.06363,-1.6348
11/3/2015,1.06984,1.07178,1.05118,1.05483,-1.2580
10/3/2015,1.08526,1.08561,1.06933,1.06984,1.0611
9/3/2015,1.08334,1.09072,1.08233,1.08526,1.0454
6/3/2015,1.10342,1.10342,1.08406,1.08470,1.2884
5/3/2015,1.10805,1.11154,1.09882,1.10342,1.1549
4/3/2015,1.11770,1.11861,1.10622,1.10805,1.4580
3/3/2015,1.11860,1.12182,1.11553,1.11770,1.1157
2/3/2015,1.11837,1.12413,1.11607,1.11860,1.0790
27/2/2015,1.11987,1.12458,1.11765,1.11994,1.2221
26/2/2015,1.13619,1.13806,1.11844,1.11987,1.3214
25/2/2015,1.13422,1.13895,1.13364,1.13619,-1.3014
24/2/2015,1.13353,1.13589,1.12890,1.13422,-1.2105
23/2/2015,1.13973,1.13981,1.12959,1.13353,-1.1510
20/2/2015,1.13688,1.14309,1.12794,1.13796,-1.3699
19/2/2015,1.13977,1.14510,1.13562,1.13688,-1.2915
18/2/2015,1.14116,1.14167,1.13346,1.13977,-1.3942
17/2/2015,1.13579,1.14501,1.13226,1.14116,-1.6334
16/2/2015,1.14019,1.14297,1.13203,1.13579,-1.4493
13/2/2015,1.14056,1.14439,1.13803,1.13909,-1.5957
12/2/2015,1.13429,1.14239,1.13029,1.14056,-1.7063
11/2/2015,1.13218,1.13480,1.12804,1.13429,-1.4018
10/2/2015,1.13259,1.13460,1.12735,1.13218,-1.4419
9/2/2015,1.12972,1.13602,1.12710,1.13259,-1.4723
6/2/2015,1.14795,1.14869,1.13125,1.13153,-1.3200
5/2/2015,1.13486,1.14995,1.13048,1.14795,-1.8675
4/2/2015,1.14838,1.14857,1.13164,1.13486,-1.5448
3/2/2015,1.13443,1.15351,1.13131,1.14838,-1.9505
2/2/2015,1.13162,1.13628,1.12932,1.13443,-1.6826
30/1/2015,1.13206,1.13644,1.12797,1.12940,-1.5272
29/1/2015,1.12895,1.13687,1.12625,1.13206,-1.6887
28/1/2015,1.13819,1.13842,1.12767,1.12895,-1.5036
27/1/2015,1.12396,1.14237,1.12246,1.13819,-1.7000
26/1/2015,1.11568,1.12965,1.10986,1.12396,-1.6295
23/1/2015,1.13666,1.13748,1.11153,1.12085,-1.2397
22/1/2015,1.16126,1.16733,1.13171,1.13666,1.0747
21/1/2015,1.15511,1.16824,1.15422,1.16126,-1.0509
20/1/2015,1.16058,1.16167,1.15412,1.15511,1.0180
19/1/2015,1.15579,1.16397,1.15522,1.16058,-1.1092
16/1/2015,1.16337,1.16498,1.14608,1.15673,1.1857
15/1/2015,1.17901,1.17939,1.15684,1.16337,1.3219
14/1/2015,1.17749,1.18470,1.17280,1.17901,1.2375
13/1/2015,1.18345,1.18604,1.17538,1.17749,1.3991
12/1/2015,1.18536,1.18717,1.17870,1.18345,1.0779
9/1/2015,1.17956,1.18478,1.17632,1.18457,1.0507
8/1/2015,1.18420,1.18483,1.17549,1.17956,1.1917
7/1/2015,1.18926,1.18973,1.18027,1.18420,1.3047
6/1/2015,1.19345,1.19695,1.18849,1.18926,1.4727
5/1/2015,1.19563,1.19772,1.18745,1.19345,1.4070
2/1/2015,1.21007,1.21007,1.20018,1.20036,1.7906
31/12/2014,1.21687,1.21705,1.20982,1.21007,1.7039
30/12/2014,1.21543,1.21884,1.21248,1.21687,1.4977
29/12/2014,1.21844,1.22221,1.21433,1.21543,1.5469
26/12/2014,1.22044,1.22220,1.21692,1.21853,1.5474
24/12/2014,1.21750,1.22211,1.21702,1.22044,1.5073
23/12/2014,1.22314,1.22465,1.21655,1.21750,1.7404
22/12/2014,1.22262,1.22734,1.22173,1.22314,1.7158
19/12/2014,1.22882,1.23029,1.22210,1.22336,1.7382
18/12/2014,1.23441,1.23537,1.22665,1.22882,1.5846
17/12/2014,1.25122,1.25166,1.23213,1.23441,1.2582
16/12/2014,1.24395,1.25710,1.24353,1.25122,-1.2418
15/12/2014,1.24796,1.24800,1.24152,1.24395,-1.1282
12/12/2014,1.24136,1.24860,1.23851,1.24625,-1.2535
11/12/2014,1.24499,1.24960,1.23708,1.24136,-1.0546
10/12/2014,1.23769,1.24508,1.23629,1.24499,-1.3455
9/12/2014,1.23185,1.24491,1.22927,1.23769,-1.1189
8/12/2014,1.22906,1.23450,1.22479,1.23185,1.1668
5/12/2014,1.23798,1.23938,1.22715,1.22881,1.4385
4/12/2014,1.23119,1.24572,1.22813,1.23798,1.0887
3/12/2014,1.23840,1.23913,1.23019,1.23119,1.6078
2/12/2014,1.24705,1.24768,1.23775,1.23840,1.3680
1/12/2014,1.24651,1.25074,1.24199,1.24705,-1.1530
28/11/2014,1.24686,1.24910,1.24271,1.24555,-1.0406
27/11/2014,1.25072,1.25243,1.24653,1.24686,-1.1019
26/11/2014,1.24767,1.25323,1.24444,1.25072,-1.2205
25/11/2014,1.24436,1.24878,1.24025,1.24767,-1.1041
24/11/2014,1.23639,1.24454,1.23625,1.24436,1.0501
21/11/2014,1.25425,1.25690,1.23755,1.23924,1.5112
20/11/2014,1.25559,1.25761,1.25050,1.25425,-1.1406
19/11/2014,1.25372,1.26016,1.25131,1.25559,-1.1390
18/11/2014,1.24522,1.25460,1.24442,1.25372,-1.1546
17/11/2014,1.25334,1.25785,1.24457,1.24522,1.2466
14/11/2014,1.24775,1.25473,1.23990,1.25274,-1.0408
13/11/2014,1.24406,1.24925,1.24273,1.24775,-1.0384
12/11/2014,1.24767,1.24985,1.24199,1.24406,1.0709
11/11/2014,1.24215,1.25001,1.23949,1.24767,1.0109
10/11/2014,1.24738,1.25104,1.24194,1.24215,1.1278
7/11/2014,1.23766,1.24707,1.23587,1.24570,1.0970
6/11/2014,1.24866,1.25342,1.23646,1.23766,1.4045
5/11/2014,1.25493,1.25679,1.24580,1.24866,1.2052
4/11/2014,1.24827,1.25784,1.24827,1.25493,1.0248
3/11/2014,1.25109,1.25168,1.24401,1.24827,1.2292
31/10/2014,1.26147,1.26181,1.24862,1.25245,1.3707
30/10/2014,1.26328,1.26400,1.25478,1.26147,1.1015
29/10/2014,1.27353,1.27714,1.26315,1.26328,1.1107
28/10/2014,1.26995,1.27656,1.26853,1.27353,-1.0883
27/10/2014,1.26790,1.27240,1.26663,1.26995,1.0398
24/10/2014,1.26478,1.26965,1.26356,1.26735,1.2125
23/10/2014,1.26562,1.26775,1.26144,1.26478,1.2535
22/10/2014,1.27171,1.27404,1.26380,1.26562,1.3414
21/10/2014,1.28010,1.28408,1.27152,1.27171,1.2224
20/10/2014,1.27517,1.28175,1.27320,1.28010,-1.0255
17/10/2014,1.28101,1.28377,1.27446,1.27624,1.0756
16/10/2014,1.28385,1.28460,1.27067,1.28101,-1.0293
15/10/2014,1.26594,1.28881,1.26253,1.28385,-1.0913
14/10/2014,1.27563,1.27696,1.26406,1.26594,1.1933
13/10/2014,1.26318,1.27621,1.26218,1.27563,1.0353
10/10/2014,1.26938,1.27168,1.26062,1.26322,1.2503
9/10/2014,1.27370,1.27922,1.26648,1.26938,1.1554
8/10/2014,1.26700,1.27497,1.26233,1.27370,-1.0381
7/10/2014,1.26564,1.26828,1.25843,1.26700,-1.0985
6/10/2014,1.25136,1.26758,1.25097,1.26564,1.0834
3/10/2014,1.26713,1.26758,1.25012,1.25151,1.7329
2/10/2014,1.26240,1.26996,1.26143,1.26713,1.1830
1/10/2014,1.26318,1.26405,1.25843,1.26240,1.3660
30/9/2014,1.26869,1.27031,1.25718,1.26318,1.3709
29/9/2014,1.26848,1.27157,1.26644,1.26869,1.4589
26/9/2014,1.27531,1.27614,1.26775,1.26848,1.6797
25/9/2014,1.27837,1.27839,1.26974,1.27531,1.5284
24/9/2014,1.28481,1.28646,1.27747,1.27837,1.6724
23/9/2014,1.28521,1.29018,1.28432,1.28481,1.2963
22/9/2014,1.28381,1.28687,1.28169,1.28521,1.4112
19/9/2014,1.29245,1.29296,1.28294,1.28295,1.5768
18/9/2014,1.28670,1.29313,1.28349,1.29245,1.1678
17/9/2014,1.29639,1.29836,1.28529,1.28670,1.4175
16/9/2014,1.29469,1.29959,1.29229,1.29639,1.1122
15/9/2014,1.29762,1.29790,1.29093,1.29469,1.1939
12/9/2014,1.29256,1.29799,1.29094,1.29708,1.1768
11/9/2014,1.29187,1.29525,1.28977,1.29256,1.2785
10/9/2014,1.29385,1.29636,1.28844,1.29187,1.3002
9/9/2014,1.28957,1.29581,1.28600,1.29385,1.3175
8/9/2014,1.29620,1.29632,1.28820,1.28957,1.5822
5/9/2014,1.29447,1.29900,1.29226,1.29547,1.7316
4/9/2014,1.31512,1.31548,1.29208,1.29447,1.9945
3/9/2014,1.31339,1.31607,1.31228,1.31512,1.6549
2/9/2014,1.31294,1.31374,1.31106,1.31339,1.7737
1/9/2014,1.31295,1.31461,1.31197,1.31294,1.9588
29/8/2014,1.31828,1.31968,1.31329,1.31331,2.0878
28/8/2014,1.31937,1.32215,1.31603,1.31828,1.7341
27/8/2014,1.31685,1.32105,1.31534,1.31937,1.6644
26/8/2014,1.31929,1.32155,1.31652,1.31685,1.8483
25/8/2014,1.31978,1.32111,1.31845,1.31929,1.8677
22/8/2014,1.32818,1.32972,1.32214,1.32461,1.8320
21/8/2014,1.32603,1.32891,1.32426,1.32818,1.6460
20/8/2014,1.33207,1.33250,1.32559,1.32603,1.9315
19/8/2014,1.33642,1.33652,1.33138,1.33207,1.8474
18/8/2014,1.33945,1.34005,1.33536,1.33642,1.5614
15/8/2014,1.33660,1.34125,1.33594,1.34026,1.2206
14/8/2014,1.33650,1.34084,1.33491,1.33660,1.4130
13/8/2014,1.33700,1.34158,1.33429,1.33650,1.4695
12/8/2014,1.33858,1.33868,1.33367,1.33700,1.6653
11/8/2014,1.34128,1.34165,1.33808,1.33858,1.4414
8/8/2014,1.33642,1.34335,1.33442,1.34134,1.2671
7/8/2014,1.33831,1.33946,1.33378,1.33642,1.6297
6/8/2014,1.33770,1.33877,1.33337,1.33831,1.5766
5/8/2014,1.34226,1.34254,1.33590,1.33770,1.7488
4/8/2014,1.34378,1.34378,1.34101,1.34226,1.3598
1/8/2014,1.33912,1.34455,1.33791,1.34341,1.3772
31/7/2014,1.33980,1.34012,1.33719,1.33912,1.6692
30/7/2014,1.34096,1.34159,1.33676,1.33980,1.6288
29/7/2014,1.34407,1.34451,1.34048,1.34096,1.7250
28/7/2014,1.34332,1.34446,1.34276,1.34407,1.5604
25/7/2014,1.34647,1.34763,1.34219,1.34315,1.5618
24/7/2014,1.34652,1.34856,1.34388,1.34647,1.3501
23/7/2014,1.34665,1.34748,1.34557,1.34652,1.4497
22/7/2014,1.35243,1.35303,1.34593,1.34665,1.4604
21/7/2014,1.35325,1.35498,1.35136,1.35243,1.1773
18/7/2014,1.35293,1.35365,1.34914,1.35272,1.1790
17/7/2014,1.35278,1.35409,1.35170,1.35293,1.2005
16/7/2014,1.35692,1.35730,1.35216,1.35278,1.1684
15/7/2014,1.36199,1.36287,1.35626,1.35692,-1.1942
14/7/2014,1.36012,1.36409,1.35982,1.36199,-1.5903
11/7/2014,1.36099,1.36254,1.35924,1.36088,-1.5095
10/7/2014,1.36427,1.36514,1.35897,1.36099,-1.4774
9/7/2014,1.36130,1.36492,1.36029,1.36427,-1.7973
8/7/2014,1.36054,1.36179,1.35888,1.36130,-1.5164
7/7/2014,1.35977,1.36098,1.35767,1.36054,-1.3997
4/7/2014,1.36109,1.36121,1.35858,1.35957,-1.3309
3/7/2014,1.36600,1.36652,1.35967,1.36109,-1.3910
2/7/2014,1.36799,1.36832,1.36426,1.36600,-1.8222
1/7/2014,1.36928,1.37013,1.36762,1.36799,-2.1607
30/6/2014,1.36499,1.36985,1.36409,1.36928,-2.4129
27/6/2014,1.36130,1.36516,1.36102,1.36507,-1.7573
26/6/2014,1.36298,1.36420,1.35766,1.36130,-1.3490
25/6/2014,1.36068,1.36520,1.36010,1.36298,-1.5855
24/6/2014,1.36054,1.36284,1.35839,1.36068,-1.2530
23/6/2014,1.35907,1.36142,1.35748,1.36054,-1.2167
20/6/2014,1.36092,1.36347,1.35650,1.36018,-1.2262
19/6/2014,1.35962,1.36442,1.35850,1.36092,-1.3963
18/6/2014,1.35479,1.36006,1.35423,1.35962,-1.2698
17/6/2014,1.35742,1.35877,1.35367,1.35479,1.0110
16/6/2014,1.35439,1.35801,1.35137,1.35742,-1.0356
13/6/2014,1.35530,1.35796,1.35217,1.35420,1.1826
12/6/2014,1.35322,1.35725,1.35129,1.35530,1.0656
11/6/2014,1.35495,1.35578,1.35222,1.35322,1.3196
10/6/2014,1.35945,1.36027,1.35342,1.35495,1.2345
9/6/2014,1.36471,1.36693,1.35831,1.35945,1.0972
6/6/2014,1.36612,1.36777,1.36217,1.36456,-1.3707
5/6/2014,1.35996,1.36706,1.35036,1.36612,-1.3233
4/6/2014,1.36284,1.36399,1.35971,1.35996,-1.0263
3/6/2014,1.35975,1.36485,1.35875,1.36284,-1.2512
2/6/2014,1.36401,1.36420,1.35884,1.35975,1.0022
30/5/2014,1.36026,1.36509,1.35992,1.36357,-1.2774
29/5/2014,1.35917,1.36278,1.35868,1.36026,-1.0341
28/5/2014,1.36354,1.36384,1.35892,1.35917,1.0305
27/5/2014,1.36466,1.36693,1.36131,1.36354,-1.3439
26/5/2014,1.36230,1.36551,1.36162,1.36466,-1.2839
23/5/2014,1.36565,1.36604,1.36163,1.36353,-1.0950
22/5/2014,1.36876,1.36888,1.36460,1.36565,-1.2601
21/5/2014,1.37025,1.37242,1.36351,1.36876,-1.3765
20/5/2014,1.37099,1.37145,1.36786,1.37025,-1.5074
19/5/2014,1.36950,1.37349,1.36939,1.37099,-1.4630
16/5/2014,1.37102,1.37275,1.36860,1.36985,-1.3770
15/5/2014,1.37154,1.37330,1.36490,1.37102,-1.6016
14/5/2014,1.37041,1.37315,1.36986,1.37154,-1.5174
13/5/2014,1.37584,1.37721,1.36896,1.37041,-1.3719
12/5/2014,1.37545,1.37756,1.37500,1.37584,-1.8673
9/5/2014,1.38409,1.38451,1.37455,1.37623,-1.8642
8/5/2014,1.39110,1.39944,1.38334,1.38409,-3.4173
7/5/2014,1.39292,1.39395,1.39109,1.39110,-4.7668
6/5/2014,1.38763,1.39520,1.38729,1.39292,-5.4692
5/5/2014,1.38889,1.38889,1.38654,1.38763,-4.4269
2/5/2014,1.38714,1.38824,1.38129,1.38736,-4.4266
1/5/2014,1.38693,1.38898,1.38634,1.38714,-4.4073
30/4/2014,1.38133,1.38773,1.37729,1.38693,-4.1051
29/4/2014,1.38523,1.38799,1.38060,1.38133,-3.0009
28/4/2014,1.38477,1.38802,1.38154,1.38523,-3.9072
25/4/2014,1.38330,1.38490,1.38274,1.38356,-3.6133
24/4/2014,1.38179,1.38461,1.37920,1.38330,-3.2756
23/4/2014,1.38066,1.38554,1.38007,1.38179,-2.8387
22/4/2014,1.37941,1.38254,1.37855,1.38066,-3.0114
21/4/2014,1.38216,1.38312,1.37879,1.37941,-2.9992
18/4/2014,1.38146,1.38239,1.38091,1.38206,-3.3134
17/4/2014,1.38163,1.38654,1.38117,1.38146,-3.2972
16/4/2014,1.38154,1.38517,1.38044,1.38163,-2.9558
15/4/2014,1.38228,1.38340,1.37909,1.38154,-3.0963
14/4/2014,1.38462,1.38637,1.38089,1.38228,-3.4960
11/4/2014,1.38871,1.39065,1.38641,1.38858,-5.1512
10/4/2014,1.38560,1.38999,1.38366,1.38871,-4.2745
9/4/2014,1.37982,1.38627,1.37805,1.38560,-3.6763
8/4/2014,1.37427,1.38124,1.37381,1.37982,-3.1290
7/4/2014,1.37026,1.37493,1.36971,1.37427,-2.1952
4/4/2014,1.37215,1.37321,1.36733,1.37038,-1.9829
3/4/2014,1.37687,1.38082,1.36988,1.37215,-2.0045
2/4/2014,1.37949,1.38209,1.37538,1.37687,-2.4800
1/4/2014,1.37701,1.38163,1.37692,1.37949,-2.8354
31/3/2014,1.37664,1.38099,1.37232,1.37701,-2.6466
28/3/2014,1.37415,1.37737,1.37052,1.37538,-2.5417
27/3/2014,1.37800,1.37976,1.37292,1.37415,-2.2802
26/3/2014,1.38276,1.38283,1.37771,1.37800,-2.7583
25/3/2014,1.38399,1.38477,1.37497,1.38276,-3.2505
24/3/2014,1.37988,1.38767,1.37609,1.38399,-3.3639
21/3/2014,1.37791,1.38114,1.37663,1.38034,-2.8134
20/3/2014,1.38338,1.38456,1.37500,1.37791,-2.6331
19/3/2014,1.39346,1.39352,1.38103,1.38338,-3.4156
18/3/2014,1.39228,1.39440,1.38805,1.39346,-4.4591
17/3/2014,1.39136,1.39485,1.38796,1.39228,-4.6457
14/3/2014,1.38705,1.39384,1.38484,1.39184,-5.0830
13/3/2014,1.39053,1.39674,1.38462,1.38705,-4.5459
12/3/2014,1.38608,1.39151,1.38441,1.39053,-5.4467
11/3/2014,1.38773,1.38796,1.38344,1.38608,-4.5975
10/3/2014,1.38765,1.38984,1.38622,1.38773,-5.1820
7/3/2014,1.38617,1.39156,1.38528,1.38822,-6.4724
6/3/2014,1.37342,1.38738,1.37219,1.38617,-6.5153
5/3/2014,1.37441,1.37503,1.37081,1.37342,-3.5333
4/3/2014,1.37358,1.37822,1.37214,1.37441,-3.5637
3/3/2014,1.37604,1.37934,1.37270,1.37358,-3.6747
28/2/2014,1.37118,1.38255,1.36944,1.38010,-5.2142
27/2/2014,1.36874,1.37273,1.36435,1.37118,-3.3824
26/2/2014,1.37463,1.37578,1.36623,1.36874,-2.7671
25/2/2014,1.37357,1.37678,1.37161,1.37463,-3.5327
24/2/2014,1.37392,1.37728,1.37090,1.37357,-3.4797
21/2/2014,1.37194,1.37593,1.37026,1.37403,-3.2385
20/2/2014,1.37339,1.37633,1.36860,1.37194,-3.0704
19/2/2014,1.37605,1.37737,1.37251,1.37339,-3.3708
18/2/2014,1.37103,1.37713,1.36953,1.37605,-3.5903
17/2/2014,1.37104,1.37249,1.36927,1.37103,-3.1406
14/2/2014,1.36813,1.37155,1.36742,1.36958,-3.3825
13/2/2014,1.35940,1.36926,1.35853,1.36813,-3.1288
12/2/2014,1.36390,1.36533,1.35628,1.35940,-2.3827
11/2/2014,1.36446,1.36837,1.36300,1.36390,-2.8993
10/2/2014,1.36168,1.36521,1.36168,1.36446,-2.8545
7/2/2014,1.35908,1.36474,1.35525,1.36375,-2.5514
6/2/2014,1.35341,1.36196,1.34829,1.35908,-2.4017
5/2/2014,1.35184,1.35563,1.34994,1.35341,-1.8639
4/2/2014,1.35262,1.35396,1.34939,1.35184,-1.7907
3/2/2014,1.34847,1.35363,1.34777,1.35262,-1.7922
31/1/2014,1.35551,1.35747,1.34798,1.34936,-1.5346
30/1/2014,1.36655,1.36664,1.35440,1.35551,-1.7980
29/1/2014,1.36704,1.36853,1.36037,1.36655,-2.7637
28/1/2014,1.36742,1.36891,1.36294,1.36704,-2.6223
27/1/2014,1.36830,1.37173,1.36539,1.36742,-2.7439
24/1/2014,1.36966,1.37402,1.36633,1.36808,-2.9415
23/1/2014,1.35467,1.36989,1.35307,1.36966,-3.0178
22/1/2014,1.35616,1.35845,1.35351,1.35467,-1.8745
21/1/2014,1.35532,1.35697,1.35170,1.35616,-1.9336
20/1/2014,1.35418,1.35686,1.35082,1.35532,-2.1214
17/1/2014,1.36206,1.36219,1.35177,1.35414,-1.7536
16/1/2014,1.36059,1.36503,1.35836,1.36206,-2.2039
15/1/2014,1.36797,1.36815,1.35819,1.36059,-1.9982
14/1/2014,1.36718,1.37002,1.36496,1.36797,-2.6318
13/1/2014,1.36815,1.36854,1.36379,1.36718,-2.5908
10/1/2014,1.36068,1.36880,1.35741,1.36701,-2.6125
9/1/2014,1.35755,1.36339,1.35486,1.36068,-2.2927
8/1/2014,1.36163,1.36357,1.35541,1.35755,-2.1145
7/1/2014,1.36286,1.36570,1.35972,1.36163,-2.4986
6/1/2014,1.35965,1.36538,1.35722,1.36286,-2.5092
3/1/2014,1.36712,1.36748,1.35831,1.35931,-2.2190
2/1/2014,1.37795,1.37795,1.36303,1.36712,-2.7849
31/12/2013,1.38024,1.38134,1.37603,1.37795,-3.8759
30/12/2013,1.37602,1.38196,1.37290,1.38024,-4.5021
27/12/2013,1.36921,1.38949,1.36882,1.37498,-3.9326
26/12/2013,1.36764,1.37031,1.36757,1.36921,-3.9611
